name,cost,duration_days,prepayment
Сопровождение мобильного приложения (MVP),12000.00,1,4100.00
Консультация мобильного приложения,13000.00,1,3800.00
Настройка ERP-системы (SaaS),13500.00,1,6700.00
Консультация системы управления задачами под ключ,14000.00,1,4100.00
Консультация базы данных под ключ,17000.00,2,4500.00
Консультация базы данных (MVP),17500.00,2,5900.00
Консультация чат-бота с нуля,20000.00,2,8800.00
Сопровождение мобильного приложения (MVP),23000.00,2,6700.00
Аудит платёжного модуля (Enterprise),23500.00,2,11100.00
Сопровождение API-сервиса,24000.00,3,7400.00
Консультация системы аналитики с нуля,24500.00,2,10300.00
Консультация системы аналитики (MVP),24500.00,2,10900.00
Консультация корпоративного портала,25000.00,3,10500.00
Аудит системы аналитики с нуля,26000.00,2,13000.00
Настройка CRM-системы (MVP),27000.00,3,9700.00
Сопровождение ERP-системы (Enterprise),29000.00,4,10600.00
Сопровождение системы аутентификации с нуля,29000.00,3,11900.00
Консультация системы аутентификации (Enterprise),29000.00,3,12100.00
Сопровождение CRM-системы (MVP),30000.00,2,10500.00
Консультация системы аналитики под ключ,30000.00,3,14900.00
Консультация системы управления задачами (POC),33000.00,4,15000.00
Аудит базы данных с нуля,34500.00,4,9800.00
Консультация облачной инфраструктуры (MVP),34500.00,3,13300.00
Настройка веб-приложения на основе существующего решения,34500.00,3,14400.00
Консультация микросервисной архитектуры (POC),35000.00,4,11300.00
Сопровождение микросервисной архитектуры на основе существующего решения,39000.00,5,18500.00
Настройка API-сервиса (POC),40000.00,4,14400.00
Консультация сети доставки контента (MVP),40500.00,4,14200.00
Сопровождение чат-бота (Enterprise),41000.00,3,11000.00
Тестирование веб-приложения (SaaS),42000.00,5,19000.00
Консультация CRM-системы (MVP),42500.00,3,14700.00
Оптимизация веб-приложения (MVP),42500.00,3,18400.00
Консультация облачной инфраструктуры,43000.00,4,11200.00
Консультация корпоративного портала (Enterprise),45000.00,4,16600.00
Оптимизация системы аналитики с нуля,45000.00,4,16800.00
Консультация корпоративного портала (MVP),46000.00,4,19400.00
Настройка системы аналитики под ключ,47000.00,5,22500.00
Консультация мобильного приложения (SaaS),51000.00,5,24700.00
Консультация системы резервного копирования с нуля,51500.00,5,16200.00
Консультация чат-бота под ключ,52500.00,6,15700.00
Настройка облачной инфраструктуры,53000.00,5,16600.00
Консультация ERP-системы (SaaS),54500.00,5,26600.00
Разработка нагрузочного тестирования с нуля,57000.00,6,21500.00
Консультация чат-бота (SaaS),62000.00,7,18200.00
Консультация API-сервиса на основе существующего решения,64000.00,5,21100.00
Консультация API-сервиса (POC),65500.00,7,19600.00
Консультация нагрузочного тестирования на основе существующего решения,66000.00,7,23300.00
Миграция базы данных (POC),67500.00,8,29200.00
Консультация микросервисной архитектуры на основе существующего решения,69500.00,6,32000.00
Тестирование веб-приложения (POC),70500.00,5,22900.00
Консультация DevOps-пайплайна (POC),71000.00,5,20500.00
Разработка базы данных на основе существующего решения,71000.00,6,29700.00
Аудит ERP-системы (POC),71500.00,9,25100.00
Настройка ERP-системы на основе существующего решения,72500.00,5,18200.00
Оптимизация системы аутентификации под ключ,78500.00,6,20100.00
Консультация мобильного приложения на основе существующего решения,79000.00,8,24900.00
Сопровождение системы управления задачами (MVP),84000.00,6,41000.00
Миграция базы данных (Enterprise),85000.00,8,41100.00
Оптимизация веб-приложения (POC),86500.00,7,29600.00
Аудит CRM-системы (SaaS),91000.00,11,38600.00
Настройка облачной инфраструктуры (SaaS),93500.00,8,39700.00
Развёртывание мобильного приложения,94500.00,10,39900.00
Развёртывание DevOps-пайплайна с нуля,97000.00,7,44200.00
Настройка CRM-системы (SaaS),100000.00,13,40000.00
Проектирование системы аутентификации под ключ,101000.00,8,48100.00
Настройка чат-бота (SaaS),102500.00,13,35000.00
Развёртывание системы мониторинга на основе существующего решения,103500.00,9,42200.00
Сопровождение ERP-системы (Enterprise),110000.00,12,47600.00
Интеграция нагрузочного тестирования с нуля,110500.00,9,45500.00
Оптимизация чат-бота,110500.00,9,46900.00
Сопровождение облачной инфраструктуры (MVP),111000.00,10,34300.00
Сопровождение CRM-системы (SaaS),111000.00,14,44700.00
Сопровождение нагрузочного тестирования,113500.00,14,49700.00
Тестирование DevOps-пайплайна на основе существующего решения,114500.00,10,35000.00
Тестирование базы данных с нуля,115000.00,13,40800.00
Интеграция мобильного приложения (Enterprise),115500.00,13,31800.00
Сопровождение платёжного модуля с нуля,115500.00,15,51500.00
Тестирование облачной инфраструктуры (SaaS),117000.00,8,36300.00
Сопровождение сети доставки контента (POC),118000.00,10,45000.00
Сопровождение API-сервиса под ключ,119000.00,12,51200.00
Оптимизация API-сервиса (SaaS),120000.00,12,43600.00
Интеграция облачной инфраструктуры с нуля,120500.00,15,39000.00
Аудит платёжного модуля (MVP),121500.00,13,58500.00
Сопровождение системы мониторинга под ключ,124000.00,13,60200.00
Аудит корпоративного портала (SaaS),125000.00,12,43900.00
Тестирование системы резервного копирования,125500.00,11,54900.00
Проектирование мобильного приложения (Enterprise),126500.00,12,46100.00
Проектирование мобильного приложения (Enterprise),128000.00,14,41800.00
Настройка чат-бота (POC),131000.00,14,57800.00
Интеграция CRM-системы под ключ,133000.00,16,49000.00
Сопровождение корпоративного портала на основе существующего решения,134000.00,16,63800.00
Разработка панели администратора (POC),139500.00,10,38200.00
Тестирование API-сервиса (Enterprise),140000.00,17,40100.00
Сопровождение сети доставки контента,141000.00,17,39400.00
Проектирование мобильного приложения (POC),143000.00,18,56700.00
Настройка веб-приложения (Enterprise),144000.00,12,45900.00
Настройка мобильного приложения,148000.00,14,37400.00
Аудит мобильного приложения,148500.00,11,70200.00
Развёртывание платёжного модуля под ключ,149000.00,17,37700.00
Настройка CRM-системы (Enterprise),149000.00,15,71300.00
Аудит системы резервного копирования с нуля,149500.00,13,51000.00
Аудит API-сервиса с нуля,149500.00,12,59300.00
Тестирование платёжного модуля с нуля,152000.00,16,67100.00
Развёртывание нагрузочного тестирования (POC),153000.00,19,53100.00
Развёртывание чат-бота (SaaS),155000.00,17,67300.00
Развёртывание чат-бота (MVP),160000.00,14,42800.00
Настройка мобильного приложения (POC),169500.00,19,51900.00
Развёртывание чат-бота под ключ,169500.00,21,71600.00
Аудит нагрузочного тестирования (Enterprise),172500.00,21,79400.00
Настройка нагрузочного тестирования,174000.00,15,75000.00
Настройка панели администратора (SaaS),176000.00,17,79000.00
Тестирование нагрузочного тестирования,177000.00,21,85500.00
Аудит системы мониторинга (SaaS),185000.00,23,66200.00
Аудит мобильного приложения под ключ,185500.00,22,83600.00
Проектирование веб-приложения с нуля,186500.00,18,55800.00
Оптимизация системы мониторинга (SaaS),196500.00,24,76000.00
Миграция системы резервного копирования,197500.00,23,94200.00
Оптимизация системы резервного копирования с нуля,199500.00,22,58700.00
Миграция ERP-системы (SaaS),199500.00,19,97300.00
Проектирование микросервисной архитектуры (SaaS),201000.00,16,51600.00
Оптимизация чат-бота,207000.00,20,86000.00
Оптимизация нагрузочного тестирования (POC),212000.00,21,78300.00
Аудит CRM-системы,216000.00,16,61800.00
Аудит DevOps-пайплайна,220000.00,26,75000.00
Оптимизация нагрузочного тестирования (SaaS),224000.00,26,102700.00
Аудит сети доставки контента с нуля,227500.00,22,85300.00
Проектирование веб-приложения под ключ,233000.00,26,85400.00
